Org Code,Org Name,Churn Enrollment,% Churn,% Intake,Stability Enrollment,% Stability,Source,Year
02200505,Norwood - Norwood High,1150,6.8,3.6,1115,96.1,student_mobility_2013,2013
02210005,Oak Bluffs - Oak Bluffs Elementary,428,15.4,10.5,395,91.6,student_mobility_2013,2013
08550605,Old Colony Regional Vocational Technical - Old Colony Regional Vocational Technical,591,7.3,4.6,589,93.0,student_mobility_2013,2013
07400505,Old Rochester - Old Rochester Regional High,725,6.3,3.6,712,95.4,student_mobility_2013,2013
07400405,Old Rochester - Old Rochester Regional Jr High,488,4.5,1.6,483,96.5,student_mobility_2013,2013
02230003,Orange - Butterfield,217,12.9,4.6,208,90.9,student_mobility_2013,2013
02230010,Orange - Dexter Park,194,8.8,4.1,187,94.7,student_mobility_2013,2013
02230015,Orange - Fisher Hill,330,20.3,15.2,293,89.8,student_mobility_2013,2013
02240005,Orleans - Orleans Elementary,221,6.3,2.3,216,95.8,student_mobility_2013,2013
02260010,Oxford - Alfred M Chaffee,461,8.7,7.8,445,94.6,student_mobility_2013,2013
02260005,Oxford - Clara Barton,377,13.8,10.3,363,89.5,student_mobility_2013,2013
02260505,Oxford - Oxford High,562,17.4,9.8,533,87.1,student_mobility_2013,2013
02260405,Oxford - Oxford Middle,646,6.2,4.8,627,96.7,student_mobility_2013,2013
02270305,Palmer - Converse Middle,406,12.1,5.4,387,92.2,student_mobility_2013,2013
02270008,Palmer - Old Mill Pond,661,11.8,7.9,618,94.3,student_mobility_2013,2013
02270505,Palmer - Palmer High,554,10.8,6.0,535,92.3,student_mobility_2013,2013
08600605,Pathfinder Regional Vocational Technical - Pathfinder Vocational Technical,673,7.3,1.9,668,93.4,student_mobility_2013,2013
02290005,Peabody - Captain Samuel Brown,382,6.8,3.9,371,96.0,student_mobility_2013,2013
02290015,Peabody - Center,375,8.3,2.9,367,93.7,student_mobility_2013,2013
02290305,Peabody - J Henry Higgins Middle,1375,9.5,3.9,1333,93.3,student_mobility_2013,2013
02290007,Peabody - John E Burke,284,4.9,1.1,281,96.1,student_mobility_2013,2013
02290016,Peabody - John E. McCarthy,346,19.7,14.2,310,89.7,student_mobility_2013,2013
02290510,Peabody - Peabody Veterans Memorial High,1867,7.3,3.5,1826,94.8,student_mobility_2013,2013
02290035,Peabody - South Memorial,464,9.9,6.0,442,94.6,student_mobility_2013,2013
02290010,Peabody - Thomas Carroll,603,8.0,4.1,581,95.5,student_mobility_2013,2013
02290045,Peabody - West Memorial,300,9.7,5.7,284,95.4,student_mobility_2013,2013
02290027,Peabody - William A Welch Sr,355,18.0,9.0,329,88.4,student_mobility_2013,2013
02300005,Pelham - Pelham Elementary,137,8.0,5.1,131,96.2,student_mobility_2013,2013
02310003,Pembroke - Bryantville Elementary,648,4.2,2.2,641,96.9,student_mobility_2013,2013
02310010,Pembroke - Hobomock Elementary,479,2.7,1.7,473,98.5,student_mobility_2013,2013
02310015,Pembroke - North Pembroke Elementary,700,6.6,3.4,680,96.2,student_mobility_2013,2013
02310305,Pembroke - Pembroke Community Middle School,590,1.5,0.2,590,98.5,student_mobility_2013,2013
02310505,Pembroke - Pembroke High School,958,3.4,1.1,954,97.0,student_mobility_2013,2013
07450020,Pentucket - Dr Frederick N Sweetsir,231,19.5,17.3,222,83.8,student_mobility_2013,2013
07450015,Pentucket - Dr John C Page School,471,13.0,10.8,462,88.7,student_mobility_2013,2013
07450005,Pentucket - Elmer S Bagnall,620,12.4,11.1,609,89.2,student_mobility_2013,2013
07450010,Pentucket - Helen R Donaghue School,360,2.8,0.8,357,98.0,student_mobility_2013,2013
07450405,Pentucket - Pentucket Regional Middle,532,2.8,1.5,526,98.3,student_mobility_2013,2013
07450505,Pentucket - Pentucket Regional Sr High,805,5.7,2.4,796,95.4,student_mobility_2013,2013
02340005,Petersham - Petersham Center,120,9.2,4.2,117,93.2,student_mobility_2013,2013
04930505,Phoenix Charter Academy (District) - Phoenix Charter Academy,288,65.6,39.9,208,47.6,student_mobility_2013,2013
04940205,Pioneer Charter School of Science (District) - Pioneer Charter School of Science,366,11.7,8.5,361,89.5,student_mobility_2013,2013
07500006,Pioneer Valley - Bernardston Elementary,210,10.5,7.6,199,94.5,student_mobility_2013,2013
07500008,Pioneer Valley - Northfield Elementary,225,4.9,1.8,221,96.8,student_mobility_2013,2013
07500007,Pioneer Valley - Pearl E Rhodes Elementary,48,25.0,6.3,46,78.3,student_mobility_2013,2013
07500505,Pioneer Valley - Pioneer Valley Regional,547,6.6,3.1,541,94.5,student_mobility_2013,2013
07500009,Pioneer Valley - Warwick Community School,51,3.9,0.0,51,96.1,student_mobility_2013,2013
04970205,Pioneer Valley Chinese Immersion Charter(District) - Pioneer Valley Chinese Immersion Charter School,295,7.1,6.4,295,92.9,student_mobility_2013,2013
04790505,Pioneer Valley Performing Arts Charter Public (District) - Pioneer Valley Performing Arts Charter Public School,415,10.1,6.3,414,90.1,student_mobility_2013,2013
02360010,Pittsfield - Allendale,354,7.6,3.1,346,94.5,student_mobility_2013,2013
02360065,Pittsfield - Crosby,471,21.0,14.9,436,85.3,student_mobility_2013,2013
02360035,Pittsfield - Egremont,547,8.4,4.4,531,94.4,student_mobility_2013,2013
02360305,Pittsfield - John T Reid Middle,626,11.2,5.1,604,92.1,student_mobility_2013,2013
02360055,Pittsfield - Morningside Community School,522,14.6,9.8,487,91.6,student_mobility_2013,2013
02360505,Pittsfield - Pittsfield High,1013,9.9,4.4,988,92.4,student_mobility_2013,2013
02360045,Pittsfield - Robert T. Capeless Elementary School,267,15.4,9.7,256,88.3,student_mobility_2013,2013
02360105,Pittsfield - Silvio O Conte Community,420,21.0,10.0,397,83.6,student_mobility_2013,2013
02360090,Pittsfield - Stearns,240,6.3,3.3,232,97.0,student_mobility_2013,2013
02360510,Pittsfield - Taconic High,885,10.7,4.3,863,91.5,student_mobility_2013,2013
02360310,Pittsfield - Theodore Herberg Middle,653,8.9,3.1,636,93.6,student_mobility_2013,2013
02360100,Pittsfield - Williams,346,4.3,1.7,341,97.1,student_mobility_2013,2013
02380010,Plainville - Anna Ware Jackson,505,6.7,4.2,490,96.1,student_mobility_2013,2013
02380005,Plainville - Beatrice H Wood Elementary,318,3.5,1.3,314,97.8,student_mobility_2013,2013
02390005,Plymouth - Cold Spring,244,7.0,4.1,236,96.2,student_mobility_2013,2013
02390011,Plymouth - Federal Furnace School,454,9.3,7.7,426,96.7,student_mobility_2013,2013
02390010,Plymouth - Hedge,263,17.9,9.9,243,88.9,student_mobility_2013,2013
02390012,Plymouth - Indian Brook,715,6.2,2.8,704,95.3,student_mobility_2013,2013
02390015,Plymouth - Manomet Elementary,357,6.7,4.8,345,96.5,student_mobility_2013,2013
02390003,Plymouth - Mount Pleasant,180,40.6,35.0,129,82.9,student_mobility_2013,2013
02390030,Plymouth - Nathaniel Morton Elementary,599,7.0,5.2,577,96.5,student_mobility_2013,2013
02390405,Plymouth - Plymouth Commun Intermediate,1107,6.0,3.3,1079,96.5,student_mobility_2013,2013
02390505,Plymouth - Plymouth North High,1202,8.9,5.0,1166,93.9,student_mobility_2013,2013
02390515,Plymouth - Plymouth South High,1307,5.7,1.8,1294,95.2,student_mobility_2013,2013
02390305,Plymouth - Plymouth South Middle,740,4.3,3.0,724,97.8,student_mobility_2013,2013
02390046,Plymouth - South Elementary,706,5.2,2.7,691,96.8,student_mobility_2013,2013
02390047,Plymouth - West Elementary,425,5.6,2.4,421,95.2,student_mobility_2013,2013
02400010,Plympton - Dennett Elementary,245,4.1,1.2,242,97.1,student_mobility_2013,2013
04870550,Prospect Hill Academy Charter (District) - Prospect Hill Academy Charter School,1165,6.4,3.5,1154,94.5,student_mobility_2013,2013
02420020,Provincetown - Provincetown Schools,129,24.8,20.2,109,89.0,student_mobility_2013,2013
07530005,Quabbin - Hardwick Elementary,255,10.2,3.9,247,92.7,student_mobility_2013,2013
07530010,Quabbin - Hubbardston Center,344,3.2,1.7,340,97.9,student_mobility_2013,2013
07530020,Quabbin - New Braintree Grade,156,16.0,9.6,144,91.0,student_mobility_2013,2013
07530025,Quabbin - Oakham Center,212,7.5,2.8,206,95.1,student_mobility_2013,2013
07530505,Quabbin - Quabbin Regional High School,844,10.5,3.8,823,91.7,student_mobility_2013,2013
07530405,Quabbin - Quabbin Regional Middle School,453,5.1,2.2,447,96.2,student_mobility_2013,2013
07530030,Quabbin - Ruggles Lane,439,10.7,5.5,418,93.8,student_mobility_2013,2013
07780505,Quaboag Regional - Quaboag Regional High,599,9.0,5.3,574,94.9,student_mobility_2013,2013
07780005,Quaboag Regional - Warren Elementary,506,10.3,8.5,474,95.8,student_mobility_2013,2013
07780010,Quaboag Regional - West Brookfield Elementary,325,9.5,6.8,312,94.2,student_mobility_2013,2013
02430040,Quincy - Atherton Hough,290,10.7,6.2,277,93.5,student_mobility_2013,2013
02430305,Quincy - Atlantic Middle,529,10.2,8.5,502,94.6,student_mobility_2013,2013
02430020,Quincy - Beechwood Knoll Elementary,397,12.3,10.1,374,93.0,student_mobility_2013,2013
02430310,Quincy - Broad Meadows Middle,310,3.2,1.6,306,98.0,student_mobility_2013,2013
02430315,Quincy - Central Middle,600,3.7,2.3,592,97.6,student_mobility_2013,2013
02430025,Quincy - Charles A Bernazzani Elementary,350,6.3,2.6,344,95.3,student_mobility_2013,2013
02430055,Quincy - Clifford H Marshall Elementary,608,15.6,9.5,561,91.4,student_mobility_2013,2013
02430075,Quincy - Francis W Parker,327,14.4,9.8,304,92.1,student_mobility_2013,2013
02430035,Quincy - Lincoln-Hancock Community School,689,25.1,18.1,624,82.7,student_mobility_2013,2013
02430060,Quincy - Merrymount,387,9.6,4.4,376,93.1,student_mobility_2013,2013
02430065,Quincy - Montclair,400,10.5,7.0,382,93.7,student_mobility_2013,2013
02430510,Quincy - North Quincy High,1279,10.2,8.1,1228,93.5,student_mobility_2013,2013
02430325,Quincy - Point Webster Middle,412,13.1,7.3,385,93.0,student_mobility_2013,2013
02430505,Quincy - Quincy High,1628,12.2,7.9,1574,90.9,student_mobility_2013,2013
02430320,Quincy - Reay E Sterling Middle,378,16.4,7.4,357,88.5,student_mobility_2013,2013
02430090,Quincy - Snug Harbor Community School,454,20.9,16.1,413,86.9,student_mobility_2013,2013
02430095,Quincy - Squantum,367,9.5,5.2,357,93.0,student_mobility_2013,2013
02430110,Quincy - Wollaston School,356,13.8,9.0,338,90.8,student_mobility_2013,2013
07550515,Ralph C Mahar - Pathways Early College Innovation School,36,97.2,91.7,35,2.9,student_mobility_2013,2013
07550505,Ralph C Mahar - Ralph C Mahar Regional,746,13.5,8.0,703,91.7,student_mobility_2013,2013
07550525,Ralph C Mahar - The Gateway to College,114,100.0,73.7,84,0.0,student_mobility_2013,2013
02440020,Randolph - Elizabeth G Lyons Elementary,336,12.2,7.4,316,93.4,student_mobility_2013,2013
02440018,Randolph - J F Kennedy Elementary,487,24.8,19.5,421,86.9,student_mobility_2013,2013
02440015,Randolph - Margaret L Donovan,458,13.1,8.3,432,92.1,student_mobility_2013,2013
02440040,Randolph - Martin E Young Elementary,356,16.3,14.6,316,94.3,student_mobility_2013,2013
02440410,Randolph - Randolph Community Middle,752,12.0,7.0,715,92.6,student_mobility_2013,2013
02440505,Randolph - Randolph High,843,18.7,9.3,785,87.3,student_mobility_2013,2013
02460002,Reading - Alice M Barrows,397,4.5,3.0,388,97.7,student_mobility_2013,2013
02460305,Reading - Arthur W Coolidge Middle,464,0.6,0.4,463,99.6,student_mobility_2013,2013
02460005,Reading - Birch Meadow,398,2.0,1.3,393,99.2,student_mobility_2013,2013
02460017,Reading - J Warren Killam,454,3.3,2.0,448,98.0,student_mobility_2013,2013
02460010,Reading - Joshua Eaton,465,4.9,3.4,453,97.6,student_mobility_2013,2013
02460505,Reading - Reading Memorial High,1293,1.9,0.6,1286,98.6,student_mobility_2013,2013
02460001,Reading - RISE PreSchool,129,62.8,56.6,106,45.3,student_mobility_2013,2013
02460310,Reading - Walter S Parker Middle,599,1.5,1.0,595,99.2,student_mobility_2013,2013
02460020,Reading - Wood End Elementary School,361,3.0,1.4,358,97.8,student_mobility_2013,2013
02480003,Revere - A. C. Whelan Elementary School,758,9.1,5.9,728,94.6,student_mobility_2013,2013
02480025,Revere - Abraham Lincoln,714,17.1,10.8,666,88.9,student_mobility_2013,2013
02480013,Revere - Beachmont Veterans Memorial School,428,14.5,10.7,399,91.7,student_mobility_2013,2013
02480056,Revere - Garfield Elementary School,825,17.7,12.0,765,88.8,student_mobility_2013,2013
02480057,Revere - Garfield Middle School,545,16.5,11.0,513,88.7,student_mobility_2013,2013
02480050,Revere - Paul Revere,485,15.5,8.0,454,90.3,student_mobility_2013,2013
02480505,Revere - Revere High,1609,11.5,8.3,1545,92.2,student_mobility_2013,2013
02480014,Revere - Rumney Marsh Academy,554,8.7,3.8,538,94.1,student_mobility_2013,2013
02480520,Revere - Seacoast School,185,49.2,29.2,142,66.2,student_mobility_2013,2013
02480305,Revere - Susan B. Anthony Middle School,536,11.2,6.9,515,92.4,student_mobility_2013,2013
02480035,Revere - William McKinley,498,15.7,10.8,464,90.5,student_mobility_2013,2013
02490005,Richmond - Richmond Consolidated,164,9.8,6.7,160,92.5,student_mobility_2013,2013
04830305,Rising Tide Charter Public (District) - Rising Tide Charter Public School,462,11.0,5.6,448,91.7,student_mobility_2013,2013
04820050,River Valley Charter (District) - River Valley Charter School,290,1.4,0.7,288,99.3,student_mobility_2013,2013
02500005,Rochester - Rochester Memorial,538,3.5,1.7,531,97.7,student_mobility_2013,2013
02510060,Rockland - Jefferson Elementary School,330,11.8,7.6,314,92.7,student_mobility_2013,2013
02510305,Rockland - John W Rogers Middle,787,8.3,5.7,756,95.5,student_mobility_2013,2013
02510020,Rockland - Memorial Park,227,10.6,7.9,211,96.2,student_mobility_2013,2013
02510025,Rockland - R Stewart Esten,320,12.2,5.6,304,92.4,student_mobility_2013,2013
02510505,Rockland - Rockland Senior High,696,17.0,13.1,665,86.9,student_mobility_2013,2013
02520005,Rockport - Rockport Elementary,402,6.0,3.2,389,97.2,student_mobility_2013,2013
02520510,Rockport - Rockport High,306,4.6,2.0,305,95.7,student_mobility_2013,2013
02520305,Rockport - Rockport Middle,241,2.9,2.1,238,98.3,student_mobility_2013,2013
02530005,Rowe - Rowe Elementary,58,3.4,0.0,58,96.6,student_mobility_2013,2013
04840505,Roxbury Preparatory Charter (District) - Roxbury Preparatory Charter School,567,15.2,11.3,553,87.0,student_mobility_2013,2013
04410505,Sabis International Charter (District) - Sabis International Charter School,1592,3.9,2.5,1580,96.8,student_mobility_2013,2013
02580003,Salem - Bates,350,13.4,5.4,333,91.0,student_mobility_2013,2013
02580005,Salem - Bentley,363,15.4,8.5,337,91.1,student_mobility_2013,2013
02580015,Salem - Carlton,249,17.3,13.7,221,93.2,student_mobility_2013,2013
02580305,Salem - Collins Middle,666,11.7,7.2,630,93.3,student_mobility_2013,2013
02580030,Salem - Horace Mann Laboratory,322,12.7,8.1,300,93.7,student_mobility_2013,2013
02580025,Salem - Nathaniel Bowditch,497,12.1,7.2,470,93.0,student_mobility_2013,2013
02580001,Salem - Salem Early Childhood,116,26.7,21.6,101,84.2,student_mobility_2013,2013
02580505,Salem - Salem High,1193,11.8,7.2,1152,91.3,student_mobility_2013,2013
02580515,Salem - Salem Prep High School,30,53.3,43.3,19,73.7,student_mobility_2013,2013
02580050,Salem - Saltonstall School,372,5.9,3.5,361,97.0,student_mobility_2013,2013
02580070,Salem - Witchcraft Heights,500,5.6,2.8,489,96.5,student_mobility_2013,2013
04850485,Salem Academy Charter (District) - Salem Academy Charter School,350,8.0,3.1,348,92.5,student_mobility_2013,2013
04670505,Salem Community Charter School (District) - Salem Community Charter School,72,68.1,41.7,47,48.9,student_mobility_2013,2013
02610010,Sandwich - Forestdale,756,5.3,3.4,738,97.0,student_mobility_2013,2013
02610005,Sandwich - Henry T Wing,846,10.4,8.4,808,93.8,student_mobility_2013,2013
02610025,Sandwich - Oak Ridge,752,5.3,3.6,730,97.5,student_mobility_2013,2013
02610505,Sandwich - Sandwich High,872,4.1,2.1,865,96.6,student_mobility_2013,2013
02620001,Saugus - Ballard School,113,21.2,15.0,102,87.3,student_mobility_2013,2013
02620305,Saugus - Belmonte Saugus Middle,732,5.1,2.3,723,96.1,student_mobility_2013,2013
02620067,Saugus - Douglas Waybright,234,6.0,3.4,227,96.9,student_mobility_2013,2013
02620040,Saugus - Lynnhurst,301,7.3,4.3,294,94.9,student_mobility_2013,2013
02620050,Saugus - Oaklandvale,218,5.5,2.8,215,95.8,student_mobility_2013,2013
02620505,Saugus - Saugus High,742,11.2,3.8,725,90.9,student_mobility_2013,2013
02620065,Saugus - Veterans Memorial,612,6.2,3.3,598,96.0,student_mobility_2013,2013
02630010,Savoy - Emma L Miller Elementary School,47,14.9,12.8,41,97.6,student_mobility_2013,2013
02640007,Scituate - Cushing Elementary,422,3.1,2.1,416,98.3,student_mobility_2013,2013
02640305,Scituate - Gates Intermediate School,551,6.4,4.0,532,97.0,student_mobility_2013,2013
02640010,Scituate - Hatherly Elementary,330,2.4,1.2,326,98.8,student_mobility_2013,2013
02640015,Scituate - Jenkins Elementary School,647,2.9,1.2,641,98.0,student_mobility_2013,2013
02640505,Scituate - Scituate High School,950,5.8,3.5,932,96.0,student_mobility_2013,2013
02640020,Scituate - Wampatuck Elementary,393,5.3,3.3,381,97.6,student_mobility_2013,2013
02650405,Seekonk - Dr. Kevin M. Hurley Middle School,513,2.7,1.8,505,98.8,student_mobility_2013,2013
02650007,Seekonk - George R Martin,486,3.7,1.9,478,97.9,student_mobility_2013,2013
02650015,Seekonk - Mildred Aitken School,483,8.3,6.8,463,95.7,student_mobility_2013,2013
02650505,Seekonk - Seekonk High,658,6.2,1.8,649,95.1,student_mobility_2013,2013
04860105,Seven Hills Charter Public (District) - Seven Hills Charter School,687,10.2,6.6,679,90.9,student_mobility_2013,2013
02660005,Sharon - Cottage Street,490,6.7,4.9,475,96.2,student_mobility_2013,2013
02660010,Sharon - East Elementary,443,4.5,3.4,431,98.1,student_mobility_2013,2013
02660015,Sharon - Heights Elementary,528,7.8,5.9,500,97.4,student_mobility_2013,2013
02660505,Sharon - Sharon High,1209,2.2,1.7,1196,98.8,student_mobility_2013,2013
02660305,Sharon - Sharon Middle,856,6.8,5.4,835,95.6,student_mobility_2013,2013
08710605,Shawsheen Valley Regional Vocational Technical - Shawsheen Valley Vocational Technical High School,1370,2.6,0.7,1362,97.9,student_mobility_2013,2013
02690010,Sherborn - Pine Hill,414,3.4,2.4,405,98.8,student_mobility_2013,2013
02710005,Shrewsbury - Beal School,280,13.6,8.2,264,91.7,student_mobility_2013,2013
02710015,Shrewsbury - Calvin Coolidge,404,9.4,6.4,393,93.1,student_mobility_2013,2013
02710020,Shrewsbury - Floral Street School,831,12.3,7.8,792,92.0,student_mobility_2013,2013
02710030,Shrewsbury - Oak Middle School,952,3.6,2.0,940,97.7,student_mobility_2013,2013
02710040,Shrewsbury - Parker Road Preschool,295,60.0,55.6,263,44.9,student_mobility_2013,2013
02710305,Shrewsbury - Sherwood Middle School,1015,4.7,3.2,991,97.6,student_mobility_2013,2013
